label,content,,,,,,,,,,,,,,,,,,
0,NEVER be the first one to offer information about yourself or job history to ANYONE on the net .,,,,,,,,,,,,,,,,,,
0,PLEASE , if you are interested in this position , make the poster provide you with more info before revealing anything about yourself .,,,,,,,,,,,,,,,,
0,Worker .,,,,,,,,,,,,,,,,,,
0,looking for proud white female in ohio for friends and maybe more .,,,,,,,,,,,,,,,,,,
0,26 5feet 8 inches dark blonde hazel/green eyes 155 lbs babyface,,,,,,,,,,,,,,,,,,
0,Wow, in just two hours you found your white knight .,,,,,,,,,,,,,,,,,
0,Well good for you .,,,,,,,,,,,,,,,,,,
0,Good luck to you and your knight,,,,,,,,,,,,,,,,,,
0,i think this was one of the first forums i posted in too. i do n't think it 's a standard by which to judge someone. mike,,,,,,,,,,,,,,,,,,
0,I met her in person a month or two ago , she has n't been back on stormfront , I have n't even seen her on AIM lately , I 'd say email is your best hope of contacting her .,,,,,,,,,,,,,,,
0,heil sisters and brothers lit see if this makes it I do n't care about looks I 'm a happy puppy if you are WHITE PRIDE thin you are right. if you are skin or kkkk or A.N or what ever you are We are family in this war for are gods and race stand tall and be proud to be a ARYAN 88 Goldenboy 88,,,,,,,,,,,,,,,,,,
0,My tongue ring is back where it 's suppose to be but the bottom ball caught my teeth causing the barbell to go at an angel which makes it look closer to the tip .,,,,,,,,,,,,,,,,,,
0,Clast, good luck in your search !,,,,,,,,,,,,,,,,,
0,You are very handsome and your attitudes about your daughter are right where they should be !,,,,,,,,,,,,,,,,,,
0,Never Enough - YouTube FPV Hexakopter flight over the base village of Whitefish Mountain Ski Resort .,,,,,,,,,,,,,,,,,,
0,- YouTube Big Mtn snow makes great dog flips - YouTube New Years Eve Fireworks and Torchlight Parade on Big Mountain - YouTube,,,,,,,,,,,,,,,,,,
0,This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .,,,,,,,,,,,,,,,,,,
0,Been a dream of mine to visit Iceland for years now .,,,,,,,,,,,,,,,,,,
0,Finally going to make it up there in the end of the summer !,,,,,,,,,,,,,,,,,,
0,From Norway to the Fareo Islands and then onto Iceland .,,,,,,,,,,,,,,,,,,
0,I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators,,,,,,,,,,,,,,,,
0,"Tom, follow the links following this message if want to be prouductive ; otherwise we have to delete the messages of those who spread the message of non-community and defeat .",,,,,,,,,,,,,,,,,,
0,This is from Stormfront 's Advanced Scout forum which is solely devoted to promoting PLE - and its local militant front Legionism .,,,,,,,,,,,,,,,,,,
0,I'd rather do that than just pack up and leave my country .,,,,,,,,,,,,,,,,,,
0,One out we will never win but if we can form proper communities we can gain real strength .,,,,,,,,,,,,,,,,,,
0,Large enough to have a secure border and 100 mile free fire zone around it .,,,,,,,,,,,,,,,,,,
0,Always a need to keep the military spear sharp .,,,,,,,,,,,,,,,,,,
0,I think it good strategy that we start these in small areas then grow outwards. perhaps 2 close communities can merge if they get big enough .,,,,,,,,,,,,,,,,,,
0,It's hard being White in California .,,,,,,,,,,,,,,,,,,
0,That 's why we need to keep in touch and stay organized .,,,,,,,,,,,,,,,,,,
0,Join the Nationalist Coalition http://www.ncoal.com,,,,,,,,,,,,,,,,,,
0,Well yes that s the thing there is a difference between being publically a White Nationalist and being a nut or some ' stereotypical skinhead ' .,,,,,,,,,,,,,,,,,,
0,88 all , this is my first post and i 've read this whole thread so i guess I have a few comment 's , let 's start , shall we ?,,,,,,,,,,,,,,,
0,Zuul88-My cousin 's an IE Peckerwood , and i 'm a good friends with another , I live over here in san bernardino , send me a pm ?,,,,,,,,,,,,,,,
0,MOPAR88-Again , I live in San Bernardino , send a pm ?,,,,,,,,,,,,,,,,
0,WhiteByP-I 'm not sure if SWP is a group or what , but I know a few people that sport that , maybe we could talk some .,,,,,,,,,,,,,,,,
0,Oragus-I live in San Bernardino , send me a pm ? evllzrd1-out by ontario mills eh ?,,,,,,,,,,,,,,,,,
0,I was out there like 2 weeks ago and got my new doc 's , maybe we can talk too ?,,,,,,,,,,,,,,,,,
0,The Mighty Sisto-You live in Laguna Beach ?,,,,,,,,,,,,,,,,,,
0,That 's the only beach i 've ever been to and then again i 've only been 4 or so times , the first time I went I saw 3 skins , two being guys and one had a panzerfaust shirt on and the other had a big swazi on his lower back and it did n't seem like he was getting * * * * for it in public , then I saw a few other 's on later trip 's , you 're not alone comrade .,,,,,,,,,,,,,,
0,twylytegrl-again , I live in SB , I almost went to that faire , send me a pm ?,,,,,,,,,,,,,,,
0,FreedomRanger-I live out in CA now but was actually going to West Virginia sometime probably too ( hopefully soon but by the end of this next year almost 100 % sure ) , the charleston area , send me a pm ? sikgirl88-I live a city over ... san bernardino ( -. - heard it enough yet ? ) , send me a pm ?,,,,,,,,,,,,,,,
0,I 'm lame , I know , but just thought I could get that all out in one setting , 88 ! 2508,,,,,,,,,,,,,,,
0,I like the Wall idea .,,,,,,,,,,,,,,,,,,
0,Although it might freak out the government .. lol My favorite part of St. Augustine Florida .. Is the old city walls .,,,,,,,,,,,,,,,,,,
0,This is my next read .,,,,,,,,,,,,,,,,,,
0,I 'm going to carefully study it so hopefully I 'll have some decent input to contribute .,,,,,,,,,,,,,,,,,,
0,Shoe Bombers , crotch bombers , 9/11 and Israel has now been seen over 203,000 times ( in less than 2.5 months ) .,,,,,,,,,,,,,,,
0,Everyone keep on spreading Dr. Dukes videos around the internet and we will soon win the war .,,,,,,,,,,,,,,,,,,
0,Shoe Bombers , crotch bombers , 9/11 and Israel Created on January 28th , 2010 .,,,,,,,,,,,,,,,
0,YouTube - Shoe Bombers , crotch bombers , 9/11 and Israel,,,,,,,,,,,,,,,,
0,This is definitely the most informal thread I have read about the jewish problem one thing I dont understand is the fact that most jews seem pretty white and the bible says king David had red hair is there a difference in the dna of most jews and europeans or is it mainly a just their condensening holier than thou attitude .,,,,,,,,,,,,,,,,,,
0,I just came in from my night job or I 'd look around a bit more .,,,,,,,,,,,,,,,,,,
0,But a new PLE friend in Sao Paulo introduced himself by e-mail this morning .,,,,,,,,,,,,,,,,,,
0,I think we need to take a stand in our homes across the country and around the world .,,,,,,,,,,,,,,,,,,
0,If we give them a good hold on our land , then it will be hard to stop them .,,,,,,,,,,,,,,,,,
0,I would die for my child .,,,,,,,,,,,,,,,,,,
0,I would also die for the chance for our people to have a living space .,,,,,,,,,,,,,,,,,,
0,I've taken a few dance classes at various times and enjoy it .,,,,,,,,,,,,,,,,,,
0,Only problem is in the multiracial environment it means you have to dance with non-Whites .,,,,,,,,,,,,,,,,,,
0,At the moment , the dance classes in my small town have all stopped .,,,,,,,,,,,,,,,,,
0,Great idea though , I would love an all White dance class WPWW,,,,,,,,,,,,,,,,,
0,What are the major fish and game species of the region ?,,,,,,,,,,,,,,,,,,
0,Ie : warm water fish , cold water fish , birds , big game ?,,,,,,,,,,,,,,,
0,January 29th , 2012 - Whitefish Amtrak Station in winter .,,,,,,,,,,,,,,,,,
0,January 29th , 2012 - Whitefish Lake frozen over .,,,,,,,,,,,,,,,,,
0,Hungry Horse July 1st , 2011 February 25th , 2012 March 4th , 2012 - C-Falls,,,,,,,,,,,,,,,
0,Might I suggest this documentary series for getting rid of europhobic tendencies ?,,,,,,,,,,,,,,,,,,
0,A very eurocentric , pro-western/european civ documentary https : //www.stormfront.org/forum/t994651 / DOWN WITH EUROPHOBIA,,,,,,,,,,,,,,,,,
0,hahahahahaha!,,,,,,,,,,,,,,,,,,
0,- I always loved that scene !,,,,,,,,,,,,,,,,,,
0,My kinda place !,,,,,,,,,,,,,,,,,,
0,"I remembered a really good one : Muenster , TX. - 95.7 % White - Zero negroids Muenster , Texas ( TX 76252 ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news This town figured out a name that would keep the blacks from moving in ; Cut and Shoot , Texas : 85.8 % White , Zero Negros .",,,,,,,,,,,,,,,,,,
0,Cut and Shoot , Texas ( TX 77303 ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news,,,
0,The picture in my sig is a Mennonite farm in Creston .. just a couple miles from where I am typing this .,,,,,,,,,,,,,,,,,,
0,Save your change or eat pork and beans one night instead of going out , and give the money to a White mother. photo crawling infant reaching out,,,,,,,,,,,,,,,,,
0,In order to publish someone 's name openly on a SF Forum you will need their permission first .,,,,,,,,,,,,,,,,,,
0,Even if that someone openly uses their own name .,,,,,,,,,,,,,,,,,,
0,It 's for everyones protection here .,,,,,,,,,,,,,,,,,,
0,There are lots of groups who do the suit and tie thing , but they are still haters to the MSM and averge public .,,,,,,,,,,,,,,,,,
0,The only people I see the swastika attracting is the social outcast and this is repeatedly seen in each and every demonstration by groups which use it .,,,,,,,,,,,,,,,,,,
0,At least the NS in Sweden have the right idea and are something that Americans should look towards .,,,,,,,,,,,,,,,,,,
0,it looks like jews have taken over ukar.org but you can read the section of the website dealing with the kosher tax on archive.org : http://web.archive.org/web/200602110...r.org/tax.html,,,,,,,,,,,,,,,,,,
0,I think your right about the R meaning registered trade mark .,,,,,,,,,,,,,,,,,,
0,I cant say I have ever saw a C in A on any products I have looked at .,,,,,,,,,,,,,,,,,,
0,I have a flyer at home that has the symbols to look for so once I return home I can get that info out 2 you .,,,,,,,,,,,,,,,,,,
0,The times they are a changing .,,,,,,,,,,,,,,,,,,
0,I saw a poll from Missippi that said that 40 % did n't think Lott should step down for his segregationist remark .,,,,,,,,,,,,,,,,,,
0,The Jews are responsible for massive non-White immigration to Europe and North America .,,,,,,,,,,,,,,,,,,
0,It is a fact that ninety-nine percent of those who talk of serious illegal activity are crazies or government agents .,,,,,,,,,,,,,,,,,,
0,That justifies a zero-tolerance policy .,,,,,,,,,,,,,,,,,,
0,The last paragraph of this essay talks about sticker techniques .,,,,,,,,,,,,,,,,,,
0,The essay itself is chock full o ' helpful hints on info distribution .,,,,,,,,,,,,,,,,,,
0,Is My Awakening still in print ?,,,,,,,,,,,,,,,,,,
0,I tried to buy an extra copy a while back and it was no longer available from my bookseller .,,,,,,,,,,,,,,,,,,
0,14 Athenian Warrior,,,,,,,,,,,,,,,,,,
0,can u guys check to make sure ur site work with Linux lots of Linux folks use Konqueror. just a thought,,,,,,,,,,,,,,,,,,
0,It gets back to the question of how we present ourselves in some acceptable fashion while at the same time not changing who we are .,,,,,,,,,,,,,,,,,,
0,I wonder how many young Whites pick up pro-WN ideas , but then after watching Romper Stomper or some old Springer episode see that negative image of WNs and decide thay they do n't want anything to do with us .,,,,,,,,,,,,,,,,,
0,The sister of Daniel Wretstr�m spoke at a march to remember his murder , followed directly by a speech by Blood and Honor .,,,,,,,,,,,,,,,,,
0,Apparently , she has taken her suffering and used it to help other white people .,,,,,,,,,,,,,,,,,
0,See the threads : Over 1800 gathered to honour Daniel !,,,,,,,,,,,,,,,,,,
0,Daniel Wretstr�m march And their website : http://www.salemfonden.info/ ( currently seems to be down but usually works just fine ),,,,,,,,,,,,,,,,,,
0,I place white power propaganda in fast food restaurants and public places like movie theatre toilets and public toilets and public phone terminals .,,,,,,,,,,,,,,,,,,
0,I was wondering if you can give me a link on how to become ordained as a minister over the internet .,,,,,,,,,,,,,,,,,,
0,Thank you , Sieg Heil Ryan,,,,,,,,,,,,,,,,,
0,The largest age demographic for users on this site are in their 20s or early 30s .,,,,,,,,,,,,,,,,,,
0,The second largest are in their late teens and early 20s .,,,,,,,,,,,,,,,,,,
0,Shows what you know , Charlie .,,,,,,,,,,,,,,,,,
0,No if anything it shows that genes play important part in how we behave .,,,,,,,,,,,,,,,,,,
0,I wonder why ?,,,,,,,,,,,,,,,,,,
0,It 's obvious the International Jew has big plans for Ukraine now .,,,,,,,,,,,,,,,,,,
0,Anybody else notice we have a lot of asians showing up here lately all wanting to share their thoughts ?,,,,,,,,,,,,,,,,,,
0,OV topics really do come in waves .,,,,,,,,,,,,,,,,,,
0,I actually have to take some law classes for my degree , What 's cited is that it 's impossible to treat all people equally because of their behavior .,,,,,,,,,,,,,,,,,
0,We might as well just abandon the land because people invaded the land and took it from the animals .,,,,,,,,,,,,,,,,,,
0,I just click on the open forums for the entertainment .,,,,,,,,,,,,,,,,,,
0,Its funny how the unregistered members or the open forum members try to rationalize their thoughts,,,,,,,,,,,,,,,,,,
0,Idiots like you fail to last when surrounded by your pets , The name of your alleged savior will be on your lips as you get `` diversified '',,,,,,,,,,,,,,,,,
0,But neither is the Ku Klux Klan or Any group or organization that is openly pro white or even suspected of being pro white , like the tea parties .,,,,,,,,,,,,,,,,,
0,I find it funny that people here spend their time trying to figure out if Spaniards , Ukrainians , Portuguese , Italians , and Russians are white enough .,,,,,,,,,,,,,,
0,I'd say yes , because when the whites took over again they killed all the yellows and their offspring and started off right again .,,,,,,,,,,,,,,,,,
0,Not to mention that its a business in jails among the gangs too .,,,,,,,,,,,,,,,,,,
0,A powerful gang member who may not rape , may sell a new prisoner to someone that does .,,,,,,,,,,,,,,,,,
0,Nothing yet , eh ?,,,,,,,,,,,,,,,,,
0,Here , chew on this : Violence mars May Day rally in Seattle They just come here `` seeking a better life ( hand-out ) '' ..........,,,,,,,,,,,,,,,,,
0,Mormons generally affirm , as do orthodox Christians , that the death of Jesus Christ made the offering of sacrifices , and in particular animal/blood sacrifices , obsolete .,,,,,,,,,,,,,,
0,A `` holocaust '' .,,,,,,,,,,,,,,,,,,
0,A pile of burned offerings .,,,,,,,,,,,,,,,,,,
0,There are public schools and public libraries everywhere .,,,,,,,,,,,,,,,,,,
0,(shrug) College campuses are the place where multiculti propaganda is laid on the thickest .,,,,,,,,,,,,,,,,,,
0,And I wonder how many of those couples regret crossing the color line ?,,,,,,,,,,,,,,,,,,
0,Lots of whites recover from a case of jungle fever to find that they 've done irreparable damage to their lives .,,,,,,,,,,,,,,,,,,
0,The saddest figure in the apartment complex where I live ( thank GOD I 'm moving next month !!! ) is a fat , blowzy white woman with two mixed race kids whose husband ran out on the family years ago .,,,,,,,,,,,,,,,,,
0,It makes my skin crawl to hear her drunkenly yelling at her kids about how much she hates them and their father , using every racial epithet I 've ever heard .,,,,,,,,,,,,,,,,,
0,She does this two or three times a week .,,,,,,,,,,,,,,,,,,
0,America is such a beautiful rainbow !,,,,,,,,,,,,,,,,,,
0,Thanks , CPAMIKE,,,,,,,,,,,,,,,,,
0,Yes, it 's just skin color .,,,,,,,,,,,,,,,,,
0,It could n't have anything to do with ethnicity/culture in its entirety where it does n't belong .,,,,,,,,,,,,,,,,,,
0,Haha, I 'm on my phone now and ca n't type a huge response , but I want to congratulate you on your nomination for worst liberal logic ever .,,,,,,,,,,,,,,,,
0,Indeed, so many species have been hunted to extinction .,,,,,,,,,,,,,,,,,
0,I do n't know if this is the case of the Seal but I like to believe that one day there will be no want or need to slaughter animals on a large scale like we currently do .,,,,,,,,,,,,,,,,,,
0,You wo n't see any of them in a thread like this who do n't come just to take a cheap shot at us via strawman arguments or ad hominems .,,,,,,,,,,,,,,,,,,
0,Give them a thousand bucks for each baby they save .,,,,,,,,,,,,,,,,,,
0,Now you know why I DON' T want to attract them to our movement .,,,,,,,,,,,,,,,,,,
0,Dear Farhard-On , ...................... / � � / ) .................... , / � .. / ................... / .... / ............. / � � / ' ... ' / � � � ` � � .......... / ' / ... / .... / ....... / � � \ ........ ( ' ( ... � ... � .... � ~ / ' ... ' ) ......... \ ................. ' ..... / .......... ' ' ... \ .......... _ . � � ............ \ .............. ( .............. \ ............. \ ...,,,,,,,,,,,,,,,,
0,Sincerely , Cummins88,,,,,,,,,,,,,,,,,
0,This is the first I 've heard about that site ... so I just went and looked around in there a bit .,,,,,,,,,,,,,,,,,,
0,At least they picked an appropriate name ... it seems like they are a bunch of kooks .,,,,,,,,,,,,,,,,,,
0,I'd like to know exactly what a `` white supremacist '' is first .,,,,,,,,,,,,,,,,,,
0,Last I checked it 's another kind of supremacist controlling everything .,,,,,,,,,,,,,,,,,,
0,Are they talking about the African women with huge lip plates ?,,,,,,,,,,,,,,,,,,
0,Just wondering , hope they take that slogan all the way back to Africa .,,,,,,,,,,,,,,,,,
0,They should build a PLA , but actually do so inside Africa .,,,,,,,,,,,,,,,,,
0,I hear Liberia is nice this time of the year .,,,,,,,,,,,,,,,,,,
0,This is such a stupid question as you are not born poor or rich but if it came down to it obviously white and `` poor '' .,,,,,,,,,,,,,,,,,,
0,What does any of that have to do with racial preservation and the resistance to the deliberate and calculated extermination of the White race and the destruction of western civilization which 99 % of the members of this site are concerned with ?,,,,,,,,,,,,,,,,,,
0,They almost always choose to identify with blacks more than whites .,,,,,,,,,,,,,,,,,,
0,They can become some of the most anti-white people on earth .,,,,,,,,,,,,,,,,,,
0,Well that has nothing to do with White Nationalism .,,,,,,,,,,,,,,,,,,
0,The core of White Nationalism is based on the preservation of European Identity , history , culture etc .,,,,,,,,,,,,,,,,
0,So we are upgraded blacks .... ??,,,,,,,,,,,,,,,,,,
0,What about Asians ...,,,,,,,,,,,,,,,,,,
0,Light skin but dark hair ...,,,,,,,,,,,,,,,,,,
0,How about native americans ?,,,,,,,,,,,,,,,,,,
0,They are kinda a gray brown with either dark hair or some sort of brown hair ?,,,,,,,,,,,,,,,,,,
0,As if Jews are the only enemies with a good set of brains .,,,,,,,,,,,,,,,,,,
0,Unfortunately , intelligent outliers of races generally not gifted with a high average intelligence can be very deadly .,,,,,,,,,,,,,,,,,
0,Nope.,,,,,,,,,,,,,,,,,,
0,Look at Chechnya .,,,,,,,,,,,,,,,,,,
0,You realize you are not going to be convincing any loyal board members to the terrific joys of diversity and the cultural enrichment that say the Somali Muslim refugees are bringing to White communities .,,,,,,,,,,,,,,,,,,
0,Just keep it civil .,,,,,,,,,,,,,,,,,,
0,So they invented the metric system now ?,,,,,,,,,,,,,,,,,,
0,What about peanut butter ?,,,,,,,,,,,,,,,,,,
0,Or the traffic lite ?,,,,,,,,,,,,,,,,,,
0,Was n't Beethoven a Native American ?,,,,,,,,,,,,,,,,,,
0,You can always pick up some 6-8 `` diameter pvc/poly pipe and cap the ends .,,,,,,,,,,,,,,,,,,
0,I will be handing all mine over to the proper authorities .,,,,,,,,,,,,,,,,,,
0,Red hot and smoking .,,,,,,,,,,,,,,,,,,
0,Lots of free goodies for all the new SF babies !,,,,,,,,,,,,,,,,,,
0,Free diaper bag , changing pad , formula samples/coupons , and other nice stuff .,,,,,,,,,,,,,,,
0,Breastfeeding moms can throw the formula stuff away or give it to a shelter .,,,,,,,,,,,,,,,,,,
0,Here 's the link : http://apps.meadjohnson.com/forms/jsp/Efb/Efb.do ?,,,,,,,,,,,,,,,,,,
0,I went to party school in liberal farts .,,,,,,,,,,,,,,,,,,
0,I got a little debt and i dont find it useful for finding higher paying jobs .,,,,,,,,,,,,,,,,,,
0,I want to go back to law school .,,,,,,,,,,,,,,,,,,
0,If the White House was a mud hut I might believe it ... however it looks like the exact same architecture as many other European designed/built structures .,,,,,,,,,,,,,,,,,,
0,"It's pretty simple ; if they come at you , you come at them .",,,,,,,,,,,,,,,,,,
0,All I know is one speed , put them down asap !,,,,,,,,,,,,,,,,,
0,Here's the straight dope as they say .,,,,,,,,,,,,,,,,,,
0,Ya got a virgin shooter .,,,,,,,,,,,,,,,,,,
0,An Ar15 .,,,,,,,,,,,,,,,,,,
0,Iron sights .,,,,,,,,,,,,,,,,,,
0,A hundred yards .,,,,,,,,,,,,,,,,,,
0,A paper plate .,,,,,,,,,,,,,,,,,,
0,And 15 minutes .,,,,,,,,,,,,,,,,,,
0,In under 15 minutes the shooter is hitting the paper plate .,,,,,,,,,,,,,,,,,,
0,No problem .,,,,,,,,,,,,,,,,,,
0,Pinkerton security guards used rock salt in shotguns on trespassers in Ohio , they shot a neighbor of mine with it during the mid 1970 's .,,,,,,,,,,,,,,,,,
0,I have found a website for the Teacher 's TV channel .,,,,,,,,,,,,,,,,,,
0,It has a lot of useful videos free to download on it .,,,,,,,,,,,,,,,,,,
0,It is located here : http://www.teachers.tv / .,,,,,,,,,,,,,,,,,,
0,It actively teaches kids to be PC , but it is still useful .,,,,,,,,,,,,,,,,,
0,Guess who picked Canada 's first batch of refugees from Turkey ?,,,,,,,,,,,,,,,,,,
0,Guess who picked Canada 's first batch of refugees from Turkey ?,,,,,,,,,,,,,,,,,,
0,- YouTube,,,,,,,,,,,,,,,,,,
0,That's why I did n't display it .,,,,,,,,,,,,,,,,,,
0,I guess I should have included a warning for those who click on it .,,,,,,,,,,,,,,,,,,
0,exactly.,,,,,,,,,,,,,,,,,,
0,We are a civil rights movement for the 21st century , we are on the righteous path of freedom and no one will stop us from bringing true equality and diversity of thought to the educational field .,,,,,,,,,,,,,,,,,
0,I have Japanese friends online , and they think it 's pretty funny that our countries are letting themselves get * * * * ed by bull * * * * .,,,,,,,,,,,,,,,,,
0,GLORY To our British Activist & Nationalist ! Good To to See the Poles Help Out !!,,,,,,,,,,,,,,,,,,
0,Glory To all our Valiant British Brothers & Sisters !,,,,,,,,,,,,,,,,,,
0,Good shape .,,,,,,,,,,,,,,,,,,
0,Alot of blue missing but it always goes bang and fits in my pants pocket better than my Taurus tip up .,,,,,,,,,,,,,,,,,,
0,He say for my country and my people to we are a gypsie for me it 's the same !,,,,,,,,,,,,,,,,,,
0,When I look at pictures that puts all clear to me ...,,,,,,,,,,,,,,,,,,
0,I am a stay at home dad and run several businesses from home and rearing kids IS work .,,,,,,,,,,,,,,,,,,
0,I chose to be the stay at home dad for disciplinarian and educational purposes .,,,,,,,,,,,,,,,,,,
0,Its working out splendidly .,,,,,,,,,,,,,,,,,,
0,https://equity.spps.org/uploads/raci...y_glossary.pdf In another version ( hardcopy , photocopy from a 2009 ) it read power , position , and privilege , and now it reads power , presence , and privilege .,,,,,,,,,,,,
0,Public school teachers ( ~ 70 percent white even in CA ) actually buy into this .,,,,,,,,,,,,,,,,,,
0,A few weeks ago I heard a teacher tell his classroom that Blacks and Latinos can be proud of their culture , but whites should feel ashamed of their history and culture .,,,,,,,,,,,,,,,,,
0,I think you will probably run out of places to run and hide if you do n't attempt to make some sort of stand where you are .,,,,,,,,,,,,,,,,,,
0,Had another great meet this weekend and was able to meet some new people .,,,,,,,,,,,,,,,,,,
0,I 'm hoping things will continue to grow with our smaller meets and will make for a good turn out at our events this year !,,,,,,,,,,,,,,,,,,
0,I have many of her CDs - saw her a Lisner years ago UTE LEMPER ~ The Case Continues - YouTube I have every CD from this band Dead Can Dance - the wind that shakes the barley - YouTube Dead Can Dance - Yulunga - YouTube as well as her solo ones � `` Soundtrack - Gladiator - Now We Are Free ( with lyric ) .flv - YouTube Lisa Gerrard - Sacrifice - YouTube,,,,,,,,,,,,,,,,,,
0,I think you should take advantage of the fact you 're in highschool and it 's not really an important place in the long run .,,,,,,,,,,,,,,,,,,
0,Teachers care less and tend to chalk it up to rebellion .,,,,,,,,,,,,,,,,,,
0,If you have good grades , do n't get in trouble , are involved in extracurriculars , and otherwise are a good citizen , probably most teachers are n't going to take time out of their day unless your school is REALLY liberal .,,,,,,,,,,,,,,
0,For perspective : I wrote a final paper for English class that was basically the Revisionist perspective on the Holocaust , and I outspokenly debated my poli-sci teacher accordingly .,,,,,,,,,,,,,,,,,
0,Nothing happened except I got an 88 % on the paper .,,,,,,,,,,,,,,,,,,
0,As far as I understand , public school teachers are more restricted than university professors .,,,,,,,,,,,,,,,,,
0,If a 10th grade teacher says they 're grading from a rubric that says they 're grading based on grammar , spelling , sentence structure , and format only , they ca n't , in most cases , turn around and give you a failing grade for the assignment because they do n't like the content .,,,,,,,,,,,,
0,Stay away from Alberta .,,,,,,,,,,,,,,,,,,
0,I live in northern Alberta and even there I ca n't get away from them .,,,,,,,,,,,,,,,,,,
0,Yes indeed it is , and yes he is a jew .,,,,,,,,,,,,,,,,,
0,I remember when that happened ..... could n't have happened to a nicer guy .,,,,,,,,,,,,,,,,,,
0,LOL Tim,,,,,,,,,,,,,,,,,,
0,1911 Colt Single Action Army ( A.K.A. Peacemaker ) F & N Five seveN PSG-1 I could go on all day , but I just listed a few off the top of my head,,,,,,,,,,,,,,,,,
0,Yep!,,,,,,,,,,,,,,,,,,
0,If I had one it would 've probably made the list .,,,,,,,,,,,,,,,,,,
0,I only included guns that are in my possession .,,,,,,,,,,,,,,,,,,
0,I wonder what these race mixers are thinking ?,,,,,,,,,,,,,,,,,,
0,Has anyone ever asked them about it ?,,,,,,,,,,,,,,,,,,
0,Do they say they dont care ?,,,,,,,,,,,,,,,,,,
0,They want mixed kids ?,,,,,,,,,,,,,,,,,,
0,They dont think a child of their own race is good enough ?,,,,,,,,,,,,,,,,,,
0,The mass killing of jews should be partly Britain 's fault but the western zionist world wants people to forget about Britain 's imperial past and lay the blame on white nordic nazi Germany .,,,,,,,,,,,,,,,,,,
0,Back when there were proper Christian churches , and people attended them , this sort of music was available every Sunday .,,,,,,,,,,,,,,,,
0,Now we have `` judeo-christian '' faux mega-churches that play `` christian rock '' .,,,,,,,,,,,,,,,,,,
0,The Best of West Ireland : Dingle , Galway and the Aran Islands - YouTube South Ireland : Waterford to the Ring of Kerry - YouTube Dublin and Mystical Side-Trips - YouTube Belfast and the Best of Northern Ireland - YouTube,,,,,,,,,,,,,,,,,
0,Is that a hate crime what I just said ?,,,,,,,,,,,,,,,,,,
0,I just meant in the US generally , whether it turns out he 's a friend or not my first instinct is always to help one of my own if they 're being attacked .,,,,,,,,,,,,,,,,,
0,Sure, send me an IM on Goodreads or here telling me your Goodreads ID so I can invite you to join it .,,,,,,,,,,,,,,,,,
0,facebook has an 4x4 van page .,,,,,,,,,,,,,,,,,,
0,Search for it .,,,,,,,,,,,,,,,,,,
0,Always one coming up for sale .,,,,,,,,,,,,,,,,,,
0,Lot of old ambulances , rescue vans ripe for modding to live in .,,,,,,,,,,,,,,,,,
0,You might want to check this out , gave it a pretty good review as a truck/ATV/snow mobile gun or just as a back-up that takes standard AR/M16 magazines .,,,,,,,,,,,,,,,,,
0,Predator Xtreme , August 2015,,,,,,,,,,,,,,,,,
0,Have you ever gave hard knocks better than you got them ?,,,,,,,,,,,,,,,,,,
0,Try experiencing what a couple of pounds of steel to the face feels like .,,,,,,,,,,,,,,,,,,
0,Reflections on the 1970s Image Credit & Copyright : Jimmy Walker Explanation : The 1970s are sometimes ignored by astronomers , like this beautiful grouping of reflection nebulae in Orion - NGC 1977 , NGC 1975 , and NGC 1973 - usually overlooked in favor of the substantial glow from the nearby stellar nursery better known as the Orion Nebula .,,,,,,,,,,,,,,,
0,Found along Orion 's sword just north of the bright Orion Nebula complex , these reflection nebulae are also associated with Orion 's giant molecular cloud about 1,500 light-years away , but are dominated by the characteristic blue color of interstellar dust reflecting light from hot young stars .,,,,,,,,,,,,,,,
0,In this sharp color image a portion of the Orion Nebula appears along the bottom border with the cluster of reflection nebulae at picture center .,,,,,,,,,,,,,,,,,,
0,NGC 1977 stretches across the field just below center , separated from NGC 1973 ( above right ) and NGC 1975 ( above left ) by dark regions laced with faint red emission from hydrogen atoms .,,,,,,,,,,,,,,,,,
0,Taken together , the dark regions suggest to many the shape of a running man .,,,,,,,,,,,,,,,,,
0,Yeah, hay rides are popular here .,,,,,,,,,,,,,,,,,
0,I remember going on them when I was a young boy .,,,,,,,,,,,,,,,,,,
0,I 've gone through corn mazes as well .,,,,,,,,,,,,,,,,,,
0,Good memories .,,,,,,,,,,,,,,,,,,
0,I swear I would get a tee shirt with this on it and wear it to school .,,,,,,,,,,,,,,,,,,
0,Ignorance is when someone do n't know the truth .,,,,,,,,,,,,,,,,,,
0,Stupid is when someone do n't want the truth .,,,,,,,,,,,,,,,,,,
0,Which one are you ?,,,,,,,,,,,,,,,,,,
0,Yes, not to mention lagathas Amazonian warriors .,,,,,,,,,,,,,,,,,
0,Anyone with half a brain would n't send a bunch of seventy pound women into battle with swords .,,,,,,,,,,,,,,,,,,
